原相对路径,标题,字节数,SHA256,来源链接出现次数
wiki/facts/2026-08-24-nea-ethylene-naphtha-spread-followup.md,# Fact Card: 东北亚乙烯—石脑油粗价差连续第二日修复,2253,55862e12fddc2155f0b0f4a831bbb4a9bd00cb79e9b384b1182ed55d05261bb1,1
wiki/facts/2026-08-24-wanhua-2026h1-segment-fcf.md,# 万华化学 2026H1：石化转盈，H1 FCF 转正但 Q2 单季仍为负,2074,50364660d79c298571e8773a4cf288be3b50e64d302430b95a6bebecee868388,3
wiki/facts/2026-08-25-wanhua-borsodchem-official-restart.md,# 万华正式确认 BorsodChem MDI/TDI 检修结束并恢复正常生产,2424,b52c60f53bb12a068c091bd5f2f83b8bac3e03f6a9fbc24d1e2c1a2ce0f7ee15,4
wiki/facts/2026-08-25-wanhua-ebs-consensus-revision.md,# 万华化学：光大上调自身盈利预测，但新值位于财报后完整报告中位数,1901,d4a75a609c2137986caccb5988ef12e00fe9cab8244aacbfdabd5a109ff3b4eb,0
wiki/facts/2026-08-26-basf-kepler-target-price.md,# Fact Card: Kepler Cheuvreux 将 BASF 目标价上调至 €59,1151,f8e4be4133f09493a97bdd86d8e9c354d1dd379df8de4b6bce84d1921650cdfe,0
wiki/facts/2026-08-26-dce-meg-futures-pullback.md,# Fact Card: DCE 乙二醇主力连续回落主要反映地缘风险溢价重定价,1929,4fb140588cec54c0fa8c2edab2c018a1e63315278882b62509c02796feb03927,3
wiki/facts/2026-08-26-linde-blue-point-one-groundbreaking.md,# Fact Card: Blue Point One 按原计划进入施工，Linde ASU 已在既有 SOG backlog 内,1934,26b0941ef5081bd954899664f484c24f95739c303ca764a79d1eb1b3c547874a,4
wiki/facts/2026-08-26-nea-ethylene-naphtha-spread.md,# Fact Card: 东北亚乙烯—石脑油粗价差连续第五个交易日修复,2596,9f18622b1f0ee1cf5198bd6fa5089b7a676af71b185c88d01eacdf8961945883,5
wiki/facts/2026-08-26-wanhua-post-h1-consensus-valuation.md,# Fact Card: 万华财报后盈利预测上调未形成一致估值重估,1912,fb5a165f87dd48541eac1e6e20c738013dbab84e0b0d795a98ba73040d952ee2,0
wiki/facts/2026-08-27-basf-rhine-company-confirmation.md,# Fact Card: BASF确认一项表活相关供应义务未履行，但未证明不可抗力扩围,3116,37f3e72ae194147745fd259c423e322ca24e809b22bd00bc14c80d36e189162c,6
wiki/facts/2026-08-27-brent-risk-premium-unwind.md,# Fact Card: Brent 下跌主要反映霍尔木兹风险溢价回吐,2542,8a495f5362c8d81835803491a9f7f268c3ba2d4e8b0245834e7a22c986c89e4c,5
wiki/facts/2026-08-27-tdi-rhine-t14-followup.md,# Fact Card: 科思创上海TDI持续缩量、TDI基准回落与Kaub水位二次走低,2633,bc7b48d0aaaf7789e03aa7a5baf1bb540fb2013862c452756f2b4e5cf790613c,8
wiki/facts/2026-08-27-wanhua-consensus-wave-2.md,# Fact Card: 万华财报后第二批卖方样本未改变盈利中位数,1684,9f789dd72fe0f6fd719326fd029a9122532043e10489a17910acdf45c7a2b2b1,0
wiki/facts/2026-08-28-basf-german-chem-special-cycle.md,# BASF / 德国化工8月特殊景气（2026-08-28）,3017,aeb77795c1f10c2a92f9f1a789580dba811d7e4a7594187c2ff7c6f0019a6bb3,4
wiki/facts/2026-08-28-basf-price-move-ifo-sector-beta.md,# Fact Card: BASF 8月28日上涨主要是德国化工板块beta,2230,fa42c5e1d0bdafb8aec4c07e87eb8903674a7ce1e780a97b734b7b4edf7160d7,6
wiki/facts/2026-08-29-basf-kaub-near-glw-recovery.md,# Fact Card: Kaub短暂回到GlW附近，但BASF未确认解除不可抗力,2382,f0bad4e1f01293a595fb3add9c4c659600e6d2b4f93b8365366dd999be745091,5
wiki/facts/2026-08-29-wanhua-binzhou-lfp-project.md,# 万华滨州年产16万吨磷酸铁锂项目进入环评和建设采购准备,3498,177e9a67744d4a4d2848e3345bef6dfc712419ca5227c522aa36c6062baee0f8,7
wiki/facts/2026-08-31-basf-close-sector-rotation.md,# Fact Card: BASF 8月31日上涨0.82%，欧洲化工板块同步走强,1765,8a82109b2faf95fe99d237eca16a7f1b9c2ee121ea35d5fa75cee7a577d91944,5
wiki/facts/2026-08-31-basf-ttf-winter-curve.md,# Fact Card: TTF升破€70/MWh并扩散至2027H1，BASF净暴露仍未知,3519,9d1e16eea9b09c98fd07b467f016a490295d6c6adfe7682f1a0ca45506884791,7
wiki/facts/2026-09-01-air-liquide-activist-linde-read-across.md,# Fact Card: Air Liquide激进股东报道强化Linde利润率标杆，但形成同业追赶催化剂,1746,8299b53377f94a8ba34ef14fd557230ec0bd294b9f3b8ea8deeaa0a31224777b,0
wiki/facts/2026-09-01-basf-eu-gas-demand-storage.md,# Fact Card: 欧洲低储气与煤代气强化冬季TTF风险，BASF净暴露仍未知,2849,f56695dcd79350fd62590d2203461b2477c821dd8683d3e988d4a45c394bcf6b,2
wiki/facts/2026-09-01-basf-zero-base-review.md,# BASF 9月 zero-base：不建仓，等待现金与项目回报验证,880,090844f266ec5f67c7a431c0bf35666701951172d84f7e1cad2fb74c0ed73098,0
wiki/facts/2026-09-01-dce-meg-futures-rally.md,# Fact Card: DCE EG 主力连续上行，但不是万华石化利润证据,2031,df3f1d87d18dcbd2e055c45d8dad7fca114f48a1cf94e5afe918fae2ed65ad4b,3
wiki/facts/2026-09-01-industry-signed-spread-collector.md,# Fact Card: signed spread collector 改用绝对变动和来源原生环比,1432,0073125de474d428c794a03397e2fb52834f9d30cf212245d914ea0e073c8c99,0
wiki/facts/2026-09-01-nea-ethylene-naphtha-spread.md,# Fact Card: 东北亚乙烯—石脑油粗价差延续修复，但事件百分比失真,3070,e05c61d0e6b1d7c0ee0c0f9fbed638d233122970dc0fccb249a2607ce3fa6f76,7
wiki/facts/2026-09-01-wanhua-zero-base-review.md,# 万华9月 zero-base：不建仓，等待现金与ROIC验证,1220,fc422bfbebab98a1c9a158472afb23e208514dcaeb1930e35bc35818161a7b01,0
wiki/facts/2026-09-02-basf-accf-modernization.md,# BASF ACCF现代化：项目已在capex计划内，经济性未披露,1970,87cf3c81307bc2c5ff38ae7adfe643c955ec37b8814c2aa1685586d657a2ef47,6
wiki/facts/2026-09-02-dce-meg-futures-continuation.md,# Fact Card: DCE EG近月上行延续，现货紧但需求负反馈扩大,2638,dd3977e23e221a9b9a5cd06701dae15345b05335c91047b9656ec4188fcc1c6a,4
wiki/facts/2026-09-02-wanhua-ftse-a50-exit.md,# 万华调出富时中国A50：宽口径被动敞口约0.15日成交额,1386,a96ad48ebff4611554da372db6edf462a6f7a121e553f9dda9327c088c7733a0,0
wiki/facts/2026-09-03-basf-citi-eu-protection-scenario.md,# Fact Card: Citi 的 BASF 欧盟保护情景有政策方向支撑，但利用率算术不闭合,2463,75c2bfd23166a03ca52464aecc3f815c10d7934efd039390fd5d6f00274f858d,0
wiki/facts/2026-09-03-brent-wti-risk-premium-rebuild.md,# Fact Card: Brent/WTI同步反弹，海湾供应与航运风险重新计价,2541,f4acc0bb93157424b2f66141ceeac87fd239e556e1b3c5c2d78b3d3e975bc707,4
wiki/facts/2026-09-03-tosoh-mdi-maintenance-plan.md,# Fact Card: 东曹 Nanyo MDI 计划检修信号尚未获公司确认,1743,6923d2b0d8cb42c98c80b6db4d56d8fa858f592afd13d88c613d337c7c221edb,0
wiki/facts/2026-09-03-wanhua-structured-deposit-maturity.md,# Fact Card: 万华20亿元结构性存款到期，本息到账且余额归零,1750,b3a6563fcfe160a977c6b25855a805d5a3df656ce358a4e17b401223846aa053,3
wiki/facts/2026-09-04-gansu-yinguang-tdi-maintenance.md,# Fact Card: 甘肃银光15万吨/年TDI装置检修计划提前至9月4日,2591,ed2cc2c4a234b807a9862f11645e0ccb7595c73cc62572e48176cf01052b00f9,9
wiki/facts/2026-09-04-linde-lincare-space-woodside.md,# Fact Card: Lincare整改、航天SOP与Beaumont延期,2437,df8c1e9db202cd19a714db20ea969f12aab4c69687e61fe048be8c75d824fc50,3
wiki/facts/2026-09-06-basf-rhine-low-water-reversal.md,# Fact Card: Kaub水位在8月末短暂修复后重新降至33–34cm,1978,5aeb0495a8807e06fe4a80e7ed7adf0fd0dd4a65f1753f412f4b247544bf81a5,0
wiki/facts/2026-09-06-wanhua-benzene-mdi-driver.md,# Fact Card: 纯苯成本上行被聚合MDI提价基本覆盖，需求修复未获验证,2074,8fc8bbf36b5011e5e77d72947de9d28e9aecb563f83a88a8ebc10f9ac59d3f32,0
wiki/facts/2026-09-06-wanhua-interim-dividend-implementation.md,# Fact Card: 万华2026年中期分红进入实施,1850,cacb0ccec2b85e4eddb14027d5b3fe935998821b3fc2cde5c752002450d6d7f1,0
wiki/facts/2026-09-07-basf-ms-spot-tracker.md,# Fact Card: BASF 8月现货年化EBITDA高于共识，但分部和需求证据未闭合,2276,a91fa7af1f802f7211d2424f5e59a464f7746d7ffab6f885efed09aa870c3ae2,0
wiki/facts/2026-09-07-basf-ttf-five-day-persistence.md,# Fact Card: BASF TTF冬季风险持续，净成本传导仍未知,3682,27b3031b2fb03586befbff3a61f41e9a2eccc9ab22cd031d037b745e03cb333d,3
wiki/facts/2026-09-07-wanhua-pe-restart-validation.md,# Fact Card: 万华PE复产仅获公司级信号，装置参数与销量未确认,2039,0148ae9620aeb1f07b59d621b32a59b7eed60e5e9b9c6c64c088bcb7720afc5b,0
wiki/facts/2026-09-08-covestro-shanghai-tdi-guidance.md,"# Fact Card: 科思创上海TDI指导价上调至17,200元/吨但成交传导未确认",1463,25fb96a72f49325eeca15950fc3590b6d76e92a3c6f5ea7550f2a4b740dc82c5,0
wiki/facts/2026-09-08-gansu-yinguang-tdi-post-start-check.md,# Fact Card: 甘肃银光TDI计划日起第四日仍无实际停车确认,2107,cbda037728014468f6a04fb442d354bf7bb8201b69da7343599e92d45a2e63db,7
wiki/facts/2026-09-08-nea-ethylene-naphtha-rebound.md,# Fact Card: 东北亚乙烯—石脑油粗价差单日跨零回升,3028,37557f59d116fce33537a12641579c0b13c51ad5683abfde6cebc9788ddda57f,5
wiki/facts/2026-09-09-basf-durasorb-cheniere.md,# BASF Durasorb LNG MAX 在 Cheniere Corpus Christi 商业化,2622,f2fdb09cd805aa8eb85870fb2842b83902190d2d8c3b019f552568bbced3fdb5,5
wiki/facts/2026-09-09-linde-citi-crowding-valuation.md,# Fact Card: Linde拥挤度下降与估值压缩,2652,5b18abac6d8420eca275cebca80674c2d41f60492a039db9c9ee23d96539ce2e,0
wiki/facts/_TEMPLATE.md,# Fact Card: {一句话事实},546,264d214d6576247881f9ea15791bc573c06d340403a0affa93bf8fdf5859aad3,0
wiki/industry-map.md,# 全球化工行业地图（初版）,12717,d5f1e51668a871d40b64cd4342fda961f4a3e6ffea554d64aec0589efeb76e5f,59
